sourceFile,drugCode,genericName,specification,unit,series,category,metadata.englishName,metadata.chineseAcronym,metadata.brandName,metadata.commonDosage,metadata.recommendedDosages,metadata.recommendedFrequency,metadata.form,metadata.route,metadata.indications,metadata.contraindications,metadata.sideEffects,metadata.drugInteractions,metadata.specialInstructions,metadata.pregnancyCategory,metadata.renalAdjustment,metadata.hepaticAdjustment,metadata.frequency1,metadata.frequency2,metadata.frequency3,metadata.frequency4
general-drug-database.ts,acyclovir,阿昔洛韦,0.2g;0.4g,g,抗病毒药/抗疱疹病毒,抗疱疹病毒,Acyclovir,ACV,丽珠威,0.2-0.4g,,每日5次,口服,口服;静脉注射,单纯疱疹;带状疱疹,阿昔洛韦过敏,肾功能损害;神经系统症状,丙磺舒;茶碱,充分水化,B,肌酐清除率<50减量,正常剂量,5,day,,
general-drug-database.ts,valacyclovir,伐昔洛韦,0.3g;0.5g;1g,g,抗病毒药/抗疱疹病毒,阿昔洛韦前体药,Valacyclovir,VACV,明竹欣,0.5-1g,,每日2次;每日3次,口服,口服,单纯疱疹;带状疱疹,伐昔洛韦过敏,头痛;恶心;腹痛,丙磺舒,可与或不与食物同服,B,肌酐清除率<50减量,正常剂量,BID,,,
general-drug-database.ts,ganciclovir,更昔洛韦,0.25g;0.5g,mg,抗病毒药/抗巨细胞病毒,抗CMV首选,Ganciclovir,GCV,更昔洛韦,5mg/kg,,每日2次,静脉注射,静脉注射;口服,巨细胞病毒感染;巨细胞病毒性视网膜炎,更昔洛韦过敏;严重中性粒细胞减少,骨髓抑制;肾功能损害,齐多夫定;肌苷,定期监测血常规,C,肌酐清除率<70减量,正常剂量,BID,,,
general-drug-database.ts,oseltamivir,奥司他韦,25mg;30mg;45mg;75mg,mg,抗病毒药/神经氨酸酶抑制剂,抗流感病毒,Oseltamivir,OST,达菲,75mg,,每日2次,口服,口服,甲型和乙型流感,奥司他韦过敏,恶心;呕吐;头痛,流感疫苗,发病48小时内开始治疗,C,肌酐清除率<60减量,正常剂量,BID,,,
general-drug-database.ts,zanamivir,扎那米韦,5mg,mg,抗病毒药/神经氨酸酶抑制剂,吸入抗流感病毒,Zanamivir,ZAN,乐感清,10mg,,每日2次,吸入,吸入,甲型和乙型流感,扎那米韦过敏;哮喘;COPD,支气管痉挛;恶心;腹泻,流感疫苗,吸入给药,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,entecavir,恩替卡韦,0.5mg;1mg,mg,抗病毒药/抗乙肝病毒,抗乙肝一线,Entecavir,ETV,博路定,0.5-1mg,,每日1次,口服,口服,慢性乙型肝炎,恩替卡韦过敏,头痛;疲劳;眩晕;乳酸酸中毒,拉米夫定,空腹服用,C,肌酐清除率<50减量,正常剂量,QD,,,
general-drug-database.ts,vitamin-c,维生素C,0.1g;1g,g,维生素类,水溶性维生素,Vitamin C,VC,维生素C,0.1-0.2g,,每日3次,口服,口服,维生素C缺乏;坏血病,草酸盐结石,腹泻;肾结石,华法林;阿司匹林,大剂量避免突然停药,A,正常剂量,正常剂量,TID,,,
general-drug-database.ts,vitamin-a,维生素A,2500IU;5000IU,IU,维生素类,脂溶性维生素,Vitamin A,VA,维生素A,2500-5000IU,,每日1次,口服,口服,维生素A缺乏;夜盲症,高维生素A血症;妊娠早期,头痛;肝损害;骨痛,异维A酸;四环素,餐后服用,X,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,vitamin-d2,维生素D,400IU;800IU,IU,维生素类,钙代谢调节,Vitamin D2,VD,维生素D,400-800IU,,每日1次,口服,口服,维生素D缺乏;佝偻病;骨质疏松,高钙血症,高钙血症;肾结石,地高辛;噻嗪类利尿剂,监测血钙,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,vitamin-b1,维生素B1,10mg,mg,维生素类,水溶性维生素,Vitamin B1,VB1,维生素B1,10-20mg,,每日3次,口服,口服,维生素B1缺乏;脚气病;神经炎,对VB1过敏,过敏反应,左旋多巴,餐后服用,A,正常剂量,正常剂量,TID,,,
general-drug-database.ts,vitamin-b2,维生素B2,5mg,mg,维生素类,水溶性维生素,Vitamin B2,VB2,维生素B2,5-10mg,,每日3次,口服,口服,维生素B2缺乏;口角炎;舌炎,无,尿黄,无明显相互作用,餐后服用,A,正常剂量,正常剂量,TID,,,
general-drug-database.ts,vitamin-b6,维生素B6,10mg,mg,维生素类,水溶性维生素,Vitamin B6,VB6,维生素B6,10-20mg,,每日3次,口服,口服,维生素B6缺乏;妊娠呕吐,无,感觉神经病变,左旋多巴,餐后服用,A,正常剂量,正常剂量,TID,,,
general-drug-database.ts,vitamin-b12,维生素B12,25μg;50μg;100μg,μg,维生素类,造血维生素,Vitamin B12,VB12,维生素B12,25-100μg,,每日1次,口服,口服;肌肉注射,维生素B12缺乏;恶性贫血,Leber病,低钾血症,氯霉素;秋水仙碱,巨幼贫需肌注,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,folic-acid,叶酸,0.4mg;5mg,mg,维生素类,备孕必需,Folic Acid,FA,叶酸,0.4-5mg,,每日1次,口服,口服,叶酸缺乏;巨幼红细胞贫血;妊娠预防,恶性贫血未补充VB12,过敏反应,甲氨蝶呤;苯妥英,备孕开始服用,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,vitamin-e,维生素E,50mg;100mg,mg,维生素类,抗氧化维生素,Vitamin E,VE,维生素E,100-200mg,,每日1次,口服,口服,维生素E缺乏;习惯性流产,出血倾向,出血,华法林,餐后服用,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,vitamin-k,维生素K,4mg,mg,维生素类,凝血维生素,Vitamin K,VK,维生素K,4-8mg,,每日1次,口服,口服,维生素K缺乏;新生儿出血,无,溶血,华法林,新生儿预防,C,正常剂量,正常剂量,QD,,,
general-drug-database.ts,potassium-chloride,氯化钾,0.5g;1g,g,电解质补充剂,补钾首选,Potassium Chloride,KCL,氯化钾,1-3g,,每日3次,口服,口服,低钾血症,高钾血症;肾功能不全,高钾血症;胃肠道反应,ACEI;螺内酯,缓释片整粒吞服,C,肾功能不全时禁用,正常剂量,TID,,,
general-drug-database.ts,sodium-citrate,枸橼酸钠,0.5g,g,电解质补充剂,抗凝保存血液,Sodium Citrate,NAC,枸橼酸钠,1-2g,,每日3次,口服,口服,低钠血症;抗凝,高钠血症,碱中毒,无明显相互作用,溶解后服用,C,正常剂量,正常剂量,TID,,,
general-drug-database.ts,magnesium-sulfate,硫酸镁,10%,g,电解质补充剂,子痫治疗,Magnesium Sulfate,MGS,硫酸镁,1-2g,,必要时,静脉注射,静脉注射,低镁血症;子痫;便秘,高镁血症;肾功能不全,呼吸抑制;低血压,钙通道阻滞剂;氨基糖苷类,监测镁浓度,D,肾功能不全时禁用,正常剂量,PRN,,,
general-drug-database.ts,calcium-gluconate,葡萄糖酸钙,0.5g,g,钙补充剂,补钙首选,Calcium Gluconate,CAG,葡萄糖酸钙,0.5-1g,,每日3次,口服,口服;静脉注射,低钙血症;骨质疏松,高钙血症,便秘;高钙血症,地高辛;四环素,餐后服用,C,正常剂量,正常剂量,TID,,,
general-drug-database.ts,ammonium-sulfate,硫酸铵,10%,g,电解质补充剂,酸化尿液,Ammonium Sulfate,AMS,硫酸铵,1-2g,,必要时,静脉注射,静脉注射,氮质血症,肝性脑病,代谢性酸中毒,无明显相互作用,缓慢静注,C,肾功能不全时减量,肝功能损害时禁用,PRN,,,
general-drug-database.ts,dexamethasone-cream,地塞米松乳膏,0.025%,g,皮肤科糖皮质激素,强效激素,Dexamethasone Cream,DXC,地塞米松乳膏,适量,,每日2次,外用,外用,湿疹;皮炎;瘙痒,皮肤感染;痤疮,皮肤萎缩;毛细血管扩张,无明显相互作用,薄层涂抹,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,triamcinolone-cream,曲安奈德乳膏,0.025%;0.1%,g,皮肤科糖皮质激素,中效激素,Triamcinolone Cream,TAC,皮炎平,适量,,每日2次,外用,外用,湿疹;皮炎;银屑病,皮肤感染,皮肤萎缩;痤疮,无明显相互作用,薄层涂抹,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,chloramphenicol-ointment,氯霉素软膏,2%,g,皮肤科抗生素,抗菌软膏,Chloramphenicol Ointment,CAO,氯霉素软膏,适量,,每日2次,外用,外用,皮肤细菌感染,对氯霉素过敏,过敏反应,无明显相互作用,清洁后涂抹,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,gentamicin-cream,庆大霉素乳膏,0.1%,g,皮肤科抗生素,抗菌乳膏,Gentamicin Cream,GMC,庆大霉素乳膏,适量,,每日2次,外用,外用,皮肤细菌感染,对氨基糖苷类过敏,过敏反应,无明显相互作用,清洁后涂抹,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,clotrimazole-cream,克霉唑乳膏,1%,g,皮肤科抗真菌药,抗真菌首选,Clotrimazole Cream,CLO,克霉唑乳膏,适量,,每日2次,外用,外用,皮肤真菌感染,对咪唑类过敏,局部刺激,华法林,连续使用2-4周,B,正常剂量,正常剂量,BID,,,
general-drug-database.ts,ketoconazole-cream,酮康唑乳膏,2%,g,皮肤科抗真菌药,广谱抗真菌,Ketoconazole Cream,KTZ,酮康唑乳膏,适量,,每日1次,外用,外用,皮肤真菌感染,对咪唑类过敏,局部刺激,无明显相互作用,连续使用2-4周,C,正常剂量,正常剂量,QD,,,
general-drug-database.ts,mupirocin-ointment,莫匹罗星软膏,2%,g,皮肤科抗生素,抗耐药菌,Mupirocin Ointment,MUP,百多邦,适量,,每日3次,外用,外用,皮肤细菌感染,对莫匹罗星过敏,局部刺激,无明显相互作用,小面积使用,B,正常剂量,正常剂量,TID,,,
general-drug-database.ts,salicylic-acid,水杨酸,3%;5%;10%,g,角质溶解剂,去角质,Salicylic Acid,SA,水杨酸软膏,适量,,每日1次,外用,外用,痤疮;角化病;疣,急性炎症,局部刺激,无明显相互作用,避免大面积使用,C,正常剂量,正常剂量,QD,,,
general-drug-database.ts,povidone-iodine,聚维酮碘,5%;10%,ml,皮肤消毒剂,消毒首选,Povidone-Iodine,PVI,碘伏,适量,,每日1次,外用,外用,皮肤消毒;伤口消毒,碘过敏;甲状腺疾病,过敏反应;甲状腺功能异常,锂盐,避免大面积长期使用,D,正常剂量,正常剂量,QD,,,
general-drug-database.ts,oleic-acid,鱼肝油,适量,g,皮肤保护剂,保护皮肤,Oleic Acid,OA,鱼肝油软膏,适量,,每日2次,外用,外用,皮肤干燥;烫伤,感染创面,过敏反应,无明显相互作用,清洁后涂抹,A,正常剂量,正常剂量,BID,,,
general-drug-database.ts,timolol-eye-drops,噻吗洛尔滴眼液,0.25%;0.5%,滴,眼科β受体阻滞剂,降眼压首选,Timolol Eye Drops,TIM,美开朗,1滴,,每日2次,滴眼,滴眼,青光眼,支气管哮喘;心动过缓,眼部刺激;心动过缓,钙通道阻滞剂,勿触及瓶口,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,pilocarpine-eye-drops,毛果芸香碱滴眼液,1%;2%;4%,滴,眼科胆碱能药,缩瞳降眼压,Pilocarpine Eye Drops,PIL,毛果芸香碱,1滴,,每日3次,滴眼,滴眼,青光眼,虹膜炎;视网膜脱离,头痛;视力模糊,无明显相互作用,勿触及瓶口,C,正常剂量,正常剂量,TID,,,
general-drug-database.ts,tropicamide-eye-drops,托吡卡胺滴眼液,0.5%;1%,滴,眼科散瞳药,散瞳首选,Tropicamide Eye Drops,TRP,美多丽,1滴,,检查前,滴眼,滴眼,散瞳检查,青光眼;虹膜炎,畏光;眼压升高,无明显相互作用,检查前15-30分钟,C,正常剂量,正常剂量,PRN,,,
general-drug-database.ts,chloramphenicol-eye-drops,氯霉素滴眼液,0.25%;0.5%,滴,眼科抗生素,抗菌滴眼液,Chloramphenicol Eye Drops,CAE,氯霉素滴眼液,1滴,,每日4次,滴眼,滴眼,眼部细菌感染,对氯霉素过敏,过敏反应,无明显相互作用,勿触及瓶口,C,正常剂量,正常剂量,QID,,,
general-drug-database.ts,tobramycin-eye-drops,妥布霉素滴眼液,0.3%,滴,眼科抗生素,广谱抗菌,Tobramycin Eye Drops,TOB,托百士,1滴,,每日4次,滴眼,滴眼,眼部细菌感染,对氨基糖苷类过敏,过敏反应,无明显相互作用,勿触及瓶口,B,正常剂量,正常剂量,QID,,,
general-drug-database.ts,ofloxacin-eye-drops,氧氟沙星滴眼液,0.3%,滴,眼科喹诺酮类,喹诺酮类,Ofloxacin Eye Drops,OFL,泰利必妥,1滴,,每日4次,滴眼,滴眼,眼部细菌感染,对喹诺酮类过敏,眼部刺激,无明显相互作用,勿触及瓶口,C,正常剂量,正常剂量,QID,,,
general-drug-database.ts,sodium-hyaluronate-eye-drops,玻璃酸钠滴眼液,0.1%;0.3%,滴,人工泪液,人工泪液,Sodium Hyaluronate Eye Drops,HA,海露,1滴,,必要时,滴眼,滴眼,干眼症,对透明质酸过敏,眼部刺激,无明显相互作用,勿触及瓶口,A,正常剂量,正常剂量,PRN,,,
general-drug-database.ts,dexamethasone-eye-drops,地塞米松滴眼液,0.1%,滴,眼科糖皮质激素,抗炎滴眼液,Dexamethasone Eye Drops,DXE,地塞米松滴眼液,1滴,,每日3次,滴眼,滴眼,眼部炎症,角膜溃疡;青光眼,眼压升高;白内障,无明显相互作用,勿触及瓶口,C,正常剂量,正常剂量,TID,,,
general-drug-database.ts,fluorometholone-eye-drops,氟米龙滴眼液,0.1%,滴,眼科糖皮质激素,温和抗炎,Fluorometholone Eye Drops,FML,氟美童,1滴,,每日3次,滴眼,滴眼,眼部炎症,角膜溃疡;青光眼,眼压升高;白内障,无明显相互作用,勿触及瓶口,C,正常剂量,正常剂量,TID,,,
general-drug-database.ts,carbomer-eye-gel,卡波姆眼用凝胶,0.2%,g,人工泪液,长效人工泪液,Carbomer Eye Gel,CAR,维锐,适量,,每日3次,滴眼,滴眼,干眼症,对卡波姆过敏,视力模糊,无明显相互作用,睡前使用,A,正常剂量,正常剂量,TID,,,
general-drug-database.ts,oxytocin,缩宫素,10IU/ml,IU,子宫收缩药,引产首选,Oxytocin,OXT,缩宫素注射液,10IU,,必要时,静脉注射,静脉注射;肌肉注射,引产;产后出血,胎位不正;胎儿窘迫,子宫破裂;水中毒,前列腺素,需监护使用,X,正常剂量,正常剂量,PRN,,,
general-drug-database.ts,methylergometrine,甲基麦角新碱,0.2mg/ml,mg,子宫收缩药,产后止血,Methylergometrine,MET,甲基麦角新碱,0.2mg,,必要时,静脉注射,静脉注射;肌肉注射,产后出血;流产后出血,妊娠;高血压,恶心呕吐;高血压,血管收缩药,产后使用,C,正常剂量,正常剂量,PRN,,,
general-drug-database.ts,dinoprostone,地诺前列酮,0.5mg;3mg,mg,前列腺素,促宫颈成熟,Dinoprostone,PGE2,普贝生,0.5-3mg,,必要时,宫颈,宫颈,引产;促宫颈成熟,胎位不正;胎盘前置,子宫过度收缩,缩宫素,勿同时用缩宫素,C,正常剂量,正常剂量,PRN,,,
general-drug-database.ts,estriol,雌三醇,0.5mg;1mg,mg,雌激素,短效雌激素,Estriol,E3,欧维婷,0.5-1mg,,每日1次,口服,口服;阴道,更年期综合征;老年性阴道炎,乳腺癌;子宫内膜癌,乳腺胀痛;阴道出血,华法林,阴道给药,X,正常剂量,肝功能损害时禁用,QD,,,
general-drug-database.ts,norethisterone,炔诺酮,5mg,mg,孕激素,止血调经,Norethisterone,NET,妇康片,5mg,,每日1次,口服,口服,功能性子宫出血;痛经,肝功能损害;乳腺癌,头晕;乳腺胀痛,肝酶诱导剂,餐后服用,X,正常剂量,肝功能损害时禁用,QD,,,
general-drug-database.ts,diethylstilbestrol,己烯雌酚,0.5mg;1mg,mg,雌激素,合成雌激素,Diethylstilbestrol,DES,己烯雌酚,0.5-3mg,,每日1次,口服,口服,更年期综合征;前列腺癌,妊娠;乳腺癌,恶心;血栓,华法林,餐后服用,X,正常剂量,肝功能损害时禁用,QD,,,
general-drug-database.ts,estriol-cream,雌三醇软膏,0.1%,g,雌激素,局部用药,Estriol Cream,E3C,欧维婷软膏,适量,,每日1次,阴道,阴道,老年性阴道炎,乳腺癌;子宫内膜癌,局部刺激,无明显相互作用,阴道给药,X,正常剂量,肝功能损害时禁用,QD,,,
general-drug-database.ts,metronidazole-vaginal-gel,甲硝唑凝胶,0.75%,g,阴道抗菌药,阴道抗菌,Metronidazole Vaginal Gel,MTG,甲硝唑凝胶,5g,,每日1次,阴道,阴道,细菌性阴道炎,对硝基咪唑类过敏,阴道刺激,华法林,经期停用,B,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,clotrimazole-vaginal-tablet,克霉唑阴道片,100mg;500mg,mg,阴道抗真菌药,抗真菌首选,Clotrimazole Vaginal Tablet,CLOV,凯妮汀,100-500mg,,每日1次,阴道,阴道,阴道念珠菌病,对咪唑类过敏,阴道刺激,华法林,睡前给药,B,正常剂量,正常剂量,QD,,,
general-drug-database.ts,nystatin-vaginal-tablet,制霉菌素阴道片,100000IU,IU,阴道抗真菌药,抗真菌,Nystatin Vaginal Tablet,NYS,制霉菌素片,100000IU,,每日1次,阴道,阴道,阴道念珠菌病,对制霉菌素过敏,阴道刺激,无明显相互作用,睡前给药,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,paracetamol-suspension,对乙酰氨基酚混悬液,120mg/5ml,ml,儿科解热镇痛,儿童退热首选,Paracetamol Suspension,APAP,泰诺林,10-15mg/kg,,每4-6小时,口服,口服,儿童发热;疼痛,严重肝功能不全,肝损害,华法林,根据体重计算,B,正常剂量,肝功能损害时减量,PRN,,,
general-drug-database.ts,ibuprofen-suspension,布洛芬混悬液,100mg/5ml,ml,儿科NSAIDs,儿童退热,Ibuprofen Suspension,IBU,美林,5-10mg/kg,,每6-8小时,口服,口服,儿童发热;疼痛,活动性消化性溃疡,胃肠道反应,华法林,餐后服用,C,肾功能不全时谨慎,肝功能损害时谨慎,PRN,,,
general-drug-database.ts,amoxicillin-suspension,阿莫西林颗粒,0.125g,g,儿科青霉素,儿童抗感染,Amoxicillin Suspension,AMX,再林,20-40mg/kg,,每日3次,口服,口服,儿童呼吸道感染,青霉素过敏,过敏反应;腹泻,华法林,餐后服用,B,肾功能不全时减量,正常剂量,TID,,,
general-drug-database.ts,ceftriaxone-injection,头孢曲松,0.25g;0.5g;1g,g,儿科头孢菌素,儿童三代头孢,Ceftriaxone Injection,CRO,罗氏芬,50-75mg/kg,,每日1次,静脉注射,静脉注射,儿童严重感染,头孢过敏,过敏反应;腹泻,钙剂,儿童减量,B,正常剂量,正常剂量,QD,,,
general-drug-database.ts,azithromycin-suspension,阿奇霉素,100mg/5ml,ml,儿科大环内酯,儿童大环内酯,Azithromycin Suspension,AZM,希舒美,10mg/kg,,每日1次,口服,口服,儿童呼吸道感染,对大环内酯类过敏,胃肠道反应,华法林,空腹或餐后,B,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,vitamin-c-chewable,维生素C咀嚼片,100mg,mg,儿科维生素,儿童补充VC,Vitamin C Chewable,VCC,维生素C,100-200mg,,每日2次,口服,口服,儿童维生素C缺乏,草酸盐结石,腹泻,无明显相互作用,咀嚼后吞服,A,正常剂量,正常剂量,BID,,,
general-drug-database.ts,vitamin-ad-drops,维生素AD滴剂,1500IU VA+500IU VD,粒,儿科维生素,儿童预防佝偻病,Vitamin AD Drops,VAD,伊可新,1粒,,每日1次,口服,口服,儿童维生素AD缺乏;佝偻病预防,高维生素A血症,无,四环素,出生后补充,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,calcium-gluconate-oral-solution,葡萄糖酸钙口服液,10%,ml,儿科钙剂,儿童补钙,Calcium Gluconate Oral Solution,CAG,三精葡钙,10ml,,每日2次,口服,口服,儿童缺钙;佝偻病,高钙血症,便秘,四环素,餐后服用,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,zinc-gluconate,葡萄糖酸锌,35mg,mg,儿科微量元素,儿童补锌,Zinc Gluconate,ZN,新稀宝,35mg,,每日1次,口服,口服,儿童缺锌,高锌血症,胃肠道反应,四环素;喹诺酮类,餐后服用,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,ferrous-sulfate-syrup,硫酸亚铁糖浆,0.3%,ml,儿科铁剂,儿童补铁,Ferrous Sulfate Syrup,FES,力蜚能,10ml,,每日2次,口服,口服,儿童缺铁性贫血,铁负荷过重,胃肠道反应;便秘,四环素;左旋多巴,餐后服用维C促吸收,A,正常剂量,正常剂量,BID,,,
general-drug-database.ts,ketamine,氯胺酮,50mg/ml,mg,全身麻醉药,分离麻醉,Ketamine,KET,氯胺酮注射液,1-2mg/kg,,必要时,静脉注射,静脉注射;肌肉注射,全身麻醉;镇痛,颅内压增高;未控制高血压,噩梦;谵妄;心率增快,中枢抑制药,麻醉前用药,B,正常剂量,肝功能损害时减量,PRN,,,
general-drug-database.ts,thiopental-sodium,硫喷妥钠,0.5g;1g,mg,全身麻醉药,快速诱导,Thiopental Sodium,THIO,硫喷妥钠,3-5mg/kg,,必要时,静脉注射,静脉注射,全身麻醉诱导,卟啉症;严重心功能不全,呼吸抑制;低血压,中枢抑制药,快速诱导,C,正常剂量,肝功能损害时减量,PRN,,,
general-drug-database.ts,propofol,丙泊酚,10mg/ml;20mg/ml,mg,全身麻醉药,静脉麻醉首选,Propofol,PRO,得普利麻,2-2.5mg/kg,,必要时,静脉注射,静脉注射,全身麻醉诱导;镇静,对丙泊酚过敏;蛋黄大豆过敏,注射痛;低血压;呼吸抑制,中枢抑制药,缓慢静注,B,正常剂量,肝功能损害时减量,PRN,,,
general-drug-database.ts,sevoflurane,七氟烷,液体,%,吸入麻醉药,吸入麻醉首选,Sevoflurane,SEVO,舒更宁,1-3%,,必要时,吸入,吸入,全身麻醉维持,对卤代烃过敏;恶性高热,恶性高热;肝损害,中枢抑制药,监测麻醉深度,B,正常剂量,肝功能损害时谨慎,PRN,,,
general-drug-database.ts,desflurane,地氟烷,液体,%,吸入麻醉药,快速苏醒,Desflurane,DES,思富宁,3-6%,,必要时,吸入,吸入,全身麻醉维持,对卤代烃过敏;恶性高热,呼吸道刺激;恶性高热,中枢抑制药,监测麻醉深度,B,正常剂量,肝功能损害时谨慎,PRN,,,
general-drug-database.ts,morphine,吗啡,10mg/ml,mg,阿片类镇痛药,强阿片类,Morphine,MOR,吗啡注射液,5-10mg,,必要时,静脉注射,静脉注射;肌肉注射;皮下注射,中重度疼痛,呼吸抑制;急腹症,呼吸抑制;便秘;成瘾,MAO抑制剂,监测呼吸,C,肾功能不全时减量,肝功能损害时减量,PRN,,,
general-drug-database.ts,pethidine,哌替啶,50mg/ml;100mg/ml,mg,阿片类镇痛药,合成阿片类,Pethidine,PET,度冷丁,50-100mg,,必要时,静脉注射,静脉注射;肌肉注射,中重度疼痛,呼吸抑制;MAO抑制剂,呼吸抑制;便秘;成瘾,MAO抑制剂;5-HT药物,监测呼吸,C,肾功能不全时减量,肝功能损害时减量,PRN,,,
general-drug-database.ts,fentanyl,芬太尼,50μg/ml,μg,阿片类镇痛药,强效短效阿片,Fentanyl,FEN,芬太尼注射液,1-2μg/kg,,必要时,静脉注射,静脉注射,麻醉镇痛;术后镇痛,呼吸抑制,呼吸抑制;肌强直,CYP3A4抑制剂,起效快代谢快,C,肾功能不全时减量,肝功能损害时减量,PRN,,,
general-drug-database.ts,remifentanil,瑞芬太尼,1mg;2mg;5mg,mg,阿片类镇痛药,超短效阿片,Remifentanil,REMI,瑞芬太尼,0.5-1μg/kg/min,,必要时,静脉注射,静脉注射,麻醉镇痛,呼吸抑制,呼吸抑制;肌强直,中枢抑制药,超短效阿片,C,正常剂量,正常剂量,PRN,,,
general-drug-database.ts,rocuronium,罗库溴铵,50mg/5ml,mg,肌松药,中效肌松,Rocuronium,ROCU,爱可松,0.6mg/kg,,必要时,静脉注射,静脉注射,气管插管;手术肌松,重症肌无力,过敏反应,氨基糖苷类,需机械通气,C,正常剂量,肝功能损害时减量,PRN,,,
general-drug-database.ts,liuwei-dihuang,六味地黄丸,9g/丸,g,中成药/滋阴补肾,滋阴补肾,liuwei_dihuang,Liuwei Dihuang Wan,六味地黄丸,9g,,每日2次,口服,口服,肾阴虚;腰膝酸软,脾虚便溏,胃肠道反应,无明显相互作用,空腹或饭前服用,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,jingui-shenqi,金匮肾气丸,9g/丸,g,中成药/温补肾阳,温补肾阳,jingui_shenqi,Jingui Shenqi Wan,金匮肾气丸,9g,,每日2次,口服,口服,肾阳虚;腰膝酸冷,阴虚火旺,胃肠道反应,无明显相互作用,空腹或饭前服用,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,guipi-wan,归脾丸,9g/丸,g,中成药/健脾养心,健脾养心,guipi_wan,Guipi Wan,归脾丸,9g,,每日2次,口服,口服,脾虚;失眠;贫血,实证,胃肠道反应,无明显相互作用,饭后服用,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,xiaoyao-san,逍遥丸,9g/丸,g,中成药/疏肝解郁,疏肝解郁,xiaoyao_san,Xiaoyao Wan,逍遥丸,9g,,每日2次,口服,口服,肝郁脾虚;月经不调,阴虚火旺,胃肠道反应,无明显相互作用,饭后服用,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,buzhong-yiqi,补中益气丸,9g/丸,g,中成药/补益中气,补益中气,buzhong_yiqi,Buzhong Yiqi Wan,补中益气丸,9g,,每日2次,口服,口服,脾虚;气虚下陷,实证,胃肠道反应,无明显相互作用,饭前服用,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,huanglian-shangqing,黄连上清丸,9g/丸,g,中成药/清热泻火,清热泻火,huanglian_shangqing,Huanglian Shangqing Wan,黄连上清丸,9g,,每日2次,口服,口服,实火上炎;咽喉肿痛,脾虚便溏,腹泻,无明显相互作用,饭后服用,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,niuhuang-jiedu,牛黄解毒片,0.3g/片,片,中成药/清热解毒,清热解毒,niuhuang_jiedu,Niuhuang Jiedu Pian,牛黄解毒片,3片,,每日2次,口服,口服,热毒上攻;咽喉肿痛,脾虚便溏,腹泻,无明显相互作用,饭后服用,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,huoxue-zhitong,活血止痛胶囊,0.3g/粒,粒,中成药/活血止痛,活血止痛,huoxue_zhitong,Huoxue Zhitong Jiaonang,活血止痛胶囊,3粒,,每日3次,口服,口服,跌打损伤;瘀血疼痛,孕妇;出血倾向,胃肠道反应,华法林;抗血小板药,饭后服用,X,正常剂量,正常剂量,TID,,,
general-drug-database.ts,sangju-ganmao,桑菊感冒片,0.5g/片,片,中成药/疏风清热,风热感冒,sangju_ganmao,Sangju Ganmao Pian,桑菊感冒片,4片,,每日2次,口服,口服,风热感冒,风寒感冒,胃肠道反应,无明显相互作用,饭后服用,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,ganmao-qingre,感冒清热颗粒,12g/袋,袋,中成药/疏风散寒,风寒感冒,ganmao_qingre,Ganmao Qingre Keli,感冒清热颗粒,1袋,,每日2次,口服,口服,风寒感冒,风热感冒,胃肠道反应,无明显相互作用,开水冲服,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,terazosin,特拉唑嗪,1mg;2mg;5mg,mg,α受体阻滞剂,α1受体阻滞剂,Terazosin,TER,马沙尼,1-5mg,,每日1次,口服,口服,BPH;高血压,体位性低血压,体位性低血压;头晕,其他降压药,睡前服用,C,正常剂量,正常剂量,QD,,,
general-drug-database.ts,doxazosin,多沙唑嗪,1mg;2mg;4mg,mg,α受体阻滞剂,长效α1受体阻滞剂,Doxazosin,DOX,可多华,1-8mg,,每日1次,口服,口服,BPH;高血压,体位性低血压,体位性低血压;头晕,其他降压药,早晨服用,C,正常剂量,正常剂量,QD,,,
